,Unnamed: 0,comment,sentimen
1740,1740,hasbunallah wanikmal wakiil nikmal maula wanikmal nassir hrsnya siapa mo tdk paksa dana nya apa tanggung jawab,negatif
1741,1741,oke gas oke gas,negatif
1742,1742,kalau jabat ikut potong gaji pejabat2 bisa duduk nya berkat masyarakat kalau cuma masyarakat aja gaji potong tidak adil sama sekali walaupun dikota2 besar umr nya tinggi tetap masih bnyk keluh dan jadi biar adil dari jabat juga harus ikut kena dampak,negatif
1743,1743,cekik terooss rakyat,negatif
1744,1744,parah lahh,negatif
1745,1745,jd inget waktu ambil bpjs pas resign kerja pensiun ga bs ambil umur 55thn kl ga salahpdhl ga berapa cuman 15jtan lupa mulu mau tanya stlh 55 thn bakal nambah gtu jumlah kita udah ga kerja2,negatif
1746,1746,maaf pak jokowi masalah beli rumah bisa atur sendiri uang,negatif
1747,1747,roda hidup rakyat kecilsemakin banyak bayar makin berat rakyat kecilakhirnya banyak nga nyekolahin anaknyaakhirnya si anak anggur susah cari kerja,negatif
1748,1748,ikut program lanjut hore hore lihat deh program bagus bagus buat rakyat makin cekik iya klo gaji atas 5jt gaji bawah 2 jt apa kabar urus dulu 271 t kan lumanyan buat rumah masyarakat klo tidak buat rakyat kan buat perintah,positif
1749,1749,lama lama korupsi lg,negatif
1750,1750,mending jadi penganggiran ketemu makan ga ketemu kencengin ikat pinggan,negatif
1751,1751,moga jika jalan korupsi sama si bangt,negatif
1752,1752,gaji naik potong jg makin banyak,negatif
1753,1753,hobi banget majakin rakyat,positif
1754,1754,miskin miskin,negatif
1755,1755,percaya ga 20242025 bakal jadi krisis,negatif
1756,1756,tapera mungkin lebih baik tabung buat pensiun karyawan jamin hari tua tanggung perintah rumah sewa punyabrumah ngga punyabduit samanaja jual habis buat pensiun cukup buat sewa rumah hidup layak makin besar kontribusi tabung hari tua makin besar dana pensiun tanggung matin,positif
1757,1757,ken tau jelas detail kena jangan jangan penting di balik bijak,negatif
1758,1758,turu,negatif
1759,1759,ga milih 02 dong ga ikut program ga usah maksa sori yeee,negatif
1760,1760,lumbung dana perintah berbudget gemoy semua otak bisnis,negatif
1761,1761,rakyat lgi kena,negatif
1762,1762,tanya cuma 1 pak rumah buat si kerja buat temen temen bapak,positif
1763,1763,helehhh ntr malah jd lahan korupsi pakk pakk kyk gk tau orang sini ajah,negatif
1764,1764,,neutral
1765,1765,tidak potong semua gaji aja sekali kerja mati mati gaji rendah potong makin banyak,negatif
1766,1766,terima anda pilih,negatif
1767,1767,terus nasib kuli bangun kerja online hasil bawah 3 juta apa kabar iyaa potong 3 udah tanggung listrik makan sekolah anak aja udah press banget malah potong apa kabar,negatif
1768,1768,alih isu buat anak bontot biar restu utk jd gubernur dgn tuju bantu adik alias ma selamat kmrn bantu kakak sekrg adeknya tepuk tangan buat keluarga si jok,positif
1769,1769,lama lama jelas maksud tuju nya selubung,negatif
1770,1770,gas gas lanjut mamam,negatif
1771,1771,knp selalu kerja jd korban perintah enak ketok palu utk tekan kerja,negatif
1772,1772,sdh punya rumah potong utk tapera jg,positif
1773,1773,bro bingung butuh sunti dana buat ikn,negatif
1774,1774,bacain komen gda positif nya mending ngaduk semen,negatif
1775,1775,tupperware aja sih,negatif
1776,1776,dpt respon negatif netijen otw batal,negatif
1777,1777,makin serakah,negatif
1778,1778,indikasi tumbuh korup,negatif
1779,1779,jadi ladang baru qorupzee nih,positif
1780,1780,kapok kapan kaum 58,negatif
1781,1781,lah gimana nasib kuli pabrik kalo potong terus,negatif
1782,1782,gw kali mikir positif telah gw mikir gk positif nih program krna potensi timbul korupsi pasti rakyat akan jadi korban tolaktapera,negatif
1783,1783,gas,negatif
1784,1784,yaallah gaji umr cuma 2jt udah banyak potong sekarang mau potong kocagggggggg,negatif
1785,1785,gasssssss keuuun pak de lengsersut set,positif
1786,1786,perintah terlalu cepat tentu tapera 3 rakyat sungguh prihatin ada harus tapera cuma 3 58 biar rakyat tambah kaya mandiri tabung jangan terlalu kecil gas,negatif
1787,1787,serah,negatif
1788,1788,inget ga janji 02 kata mau bangun 3jt rumah hmm tarik,negatif
1789,1789,cuih program masuk akal ini orang kalian junjung 2 periode,negatif
1790,1790,the real jajah negara sendiri,positif
1791,1791,mana orang dukung joko lama 2 periode komenmu mana,negatif
1792,1792,kalau cuma potong 3 percuma harus min 50 spy dpt rumah beneran,negatif
1793,1793,anak tunggal keluarga kaya raya ga usah ikut tapera,positif
1794,1794,bagaimana sudah punya rumah,negatif
1795,1795,sudah jangan banyak elu terima nyata nya kan kalian pillih keberlamjutan bukan ubah,negatif
1796,1796,capek kerja buat potong negara doang dalah mau pindah planet aja k pluto,negatif
1797,1797,gas gas,negatif
1798,1798,umr nya naikin jadi 10 jt potong tambah gpp sih,negatif
1799,1799,gaji pegawai tengah bawah harus tambah biar beli rumah hadeuh,negatif
1800,1800,mati baru d kaih rumah pun klo diksih knpa gk d ksih dlu rumah murah biar kmi nyicil,negatif
1801,1801,wajib ikut tapera yang pilih 02,negatif
1802,1802,ini pilih pimpin tuh cerdas eeehhh kalau menang curang sih beda cerita,positif
1803,1803,kadaliin 58 rasa jangan mnyesal pilih lanjut rasakanmi semua putus,negatif
1804,1804,trs dpt rmhny kpnkl dpt rmhny dlu trs pot gtu mah gpp lah ni ga tau dpt rmhny kpn,negatif
1805,1805,jadi inisiator nya partai banteng sama partai orangetapi knapa yang di salahin cuma kepala negara nya aja,negatif
1806,1806,makan susah pak dhe,negatif
1807,1807,mikirin tapera,negatif
1808,1808,halo indonesia emas 2045,positif
1809,1809,kalau misal tapera bisa jamin mudah buat milik rumah kemudi hari sih okeoke aja catat wajib jamin program hasil,positif
1810,1810,kasi duluh rumah baru cicil kn,negatif
1811,1811,baik,negatif
1812,1812,gaji nya minim makin minim,negatif
1813,1813,tuju krn lama sy sngt bantu dgn program bpjs gratis u rakyat ta mampu,positif
1814,1814,uang nnti bwt ngasih makan gratis kata lho,negatif
1815,1815,salam waras akal sehat,positif
1816,1816,evaluasi dululah lama tapera jalan utk pns hasil apa yaa,negatif
1817,1817,di korupsi proyek baru nich,negatif
1818,1818,aaiihh bapak udah mah gaji kecil makin kecil ajh butuh makin hari mahal bukan makin murah pak tambah beban gin mah,negatif
1819,1819,inti ga tuju pak,negatif
1820,1820,ktidak masuk akal lah serah org mao beli rumah ktidak duit udah klo udah kesimpen ada korupsi,negatif
1821,1821,ga masuk akal sih kapan cair nyicil rumah sub bulan juta aja 1617 tahun baru lunas,negatif
1822,1822,buat atur akhir masa jabat lanjut,negatif
1823,1823,dulu bpjs banyak kontra,negatif
1824,1824,tanda kalau di pimpin sama rezim pki,negatif
1825,1825,modus,negatif
1826,1826,salah satu cara miskin rakyat kecil,positif
1827,1827,bapetarum jg mana orang janda anak 3ditinggal suaminsampai skrg ada tuch realisasi rumah dr bapetarum,negatif
1828,1828,lah gw udah punya rumah gimana,negatif
1829,1829,pokoke tolak taperatabungan siksa rakyat enak wong duwuran podo maling kabeh rakyat jadi tumbalsaya bukan bagi lanjut makin hancuursudahlah paak urus maspensiundan kerja blm terealisasiada rumah barang rakyat sedia kridit klo tidaaak yaaa usah bikin mudah bapak lurah,negatif
1830,1830,oke gas oke gasss duaaarrrrr,negatif
1831,1831,biar dipake dlukayak dana hajjciiuuumaaf bersin,negatif
1832,1832,alloh d potong lg gaji pdhl udah bnyk banget potong pdhl yang kerja mati2an naik gaji ga berapa potong 2x lipat dr kenaikankpn bs nabungnya,positif
1833,1833,t,negatif
1834,1834,setujuu,negatif
1835,1835,lapang karup,negatif
1836,1836,pertayaannya kapan di nikmat hasil tabung,negatif
1837,1837,jogetin dulu boskuuuu,positif
1838,1838,umr jateng apa kabar ude kecil buka naikin malah potongin,negatif
1839,1839,nabung sendiri di bank,negatif
1840,1840,terus aja makan hasil keringat rakyat,positif
1841,1841,kalo udah punya rumah gimana pak presiden,negatif
1842,1842,,neutral
1843,1843,hapus dprkerjanya cuman tidur rapatkeliling dunia habis uang rakyat sajaaaaa,negatif
1844,1844,tolak tapera bknnya apa apa tpi gaji buru jga di potong kami jga blm punya rumah sangat lucu,negatif
1845,1845,suka ngambil uang rakyat,negatif
1846,1846,kurang yakin karyawan kerja utk klrga bukan utk elit baik jangan beban karyawan tp milik usaha,negatif
1847,1847,modus,negatif
1848,1848,klo gajih 8 jt 10jt okey lah p3k sama pns lo berpa dong gajih nyampe 5 terus potong hmmm,negatif
1849,1849,ujung2 duit buat nyicil utang chinakasian sekali rakyat di bebanin,negatif
1850,1850,makan keringat orang pak mikir mau makan aja kurang gaji di nambah susah rakyat derita udah hampir seluruh coba pikir baik2 pak,negatif
1851,1851,tabung ampo uang rakyat io,negatif
1852,1852,pekerjaaan makin sulit butuh makin tingkat daftar harga pangan makin melunjak naik gaji ga ee sekarang malah ada tambah potong gaji uuhhhhgh sisah tunggu ngoni ngoni p kapala dapa potong sa,negatif
1853,1853,coba korupsi dibrantas jangan gaji buruh obok obok cuman paspasan hidup wiwi,negatif
1854,1854,allah makin ga masuk akal atur perintah sekarang,negatif
1855,1855,cinta perintah indonesia,positif
1856,1856,gaji rakyat indonesia tdk banyak buat mkn hariaja cukup alhamdulillahkok byk potonganbgmna presiden cara berpikirnyath 2024 ada karyawan gaji hari 100kcoba timbang pak,positif
1857,1857,oke gas oke gas gundul,negatif
1858,1858,inti kerja rodi mbak masa jepang deh udah gaji ga bapa trs dipoting sana sini miskin makin miskiiiinn kaya makin jd sultan atur makin kesini makin sono yah,negatif
1859,1859,,neutral
1860,1860,tapera tambah derita rakyat,negatif
1861,1861,wong kok unik,negatif
1862,1862,tapera tambah derita rakyat,negatif
1863,1863,ngtidak paham maksud tapera buat apa buat siapa kl bpjs kan jelas ow buat sehat obat gratis nah tapera buat apa buat siapa,negatif
1864,1864,tapera beli rumah kalo yang ngga beli rumah bagaimana,negatif
1865,1865,allah sdh ganggu mau buat apa negara cari uang sendiri keringat kita sendiri kerja pulang malam masih ganggu bukan uang hasil korupsi kembali buat subsidi tapera,negatif
1866,1866,ruwet,negatif
1867,1867,kali semua duduk indonesia triliun jadi nya wkwkkw,negatif
1868,1868,kalo pimpin dah bicara mana mungkin rakyat kecil nolak 25 persen emng dikit kali rakyat kerja pantastis,negatif
1869,1869,he malas ku,negatif
1870,1870,masuk biar korupsi nya tambah,negatif
1871,1871,jujur ga sanggup aku suami generasi sandwich aku suami belum punya anak aja rasa sanggup gimana keluarga yang punya anak,negatif
1872,1872,masalah gaji potong utk tapera kapan nikmatin rumah 100th mau bikang kan nikmatin bunga ogah banget mending alokasi lebih pasti2 aja ada duit masuk bisa keluar alias sulit dng regulasipadahal duit se diri negara mau malak apaaaa yaaak,negatif
1873,1873,jogetin ajasampai ajal jemput,negatif
1874,1874,bpjs aj pak presidenpelayanannya kudu benah sangat buruk tidak perhati rumah sakit tangan bpjs selalu belakang banding asuransi bribadi,negatif
1875,1875,masalah track record bagai gagas perintah rupa ratarata korupsi nah tapera bakal jadi lahan korupsi baru udah baca jelas sekali,negatif
1876,1876,bpjs sehat aja jarang pakai potong lumayan ga bs cairin,negatif
1877,1877,ada harus naik gaji,negatif
1878,1878,awal pilih sederhana gorong2 rakyat jadi anda nikmat jangan berisik,positif
1879,1879,selamat pilih dan tidak milih ikut dampak,negatif
1880,1880,percaya sama si pinokio tua,negatif
1881,1881,oke gas oke gas,negatif
1882,1882,aing mah rek pindah negara belah ba,negatif
1883,1883,tapera tabung peras rakyat,negatif
1884,1884,shit,negatif
1885,1885,serah pak penting bpk neng,negatif
1886,1886,cari celah terus ngumpulin uang,negatif
1887,1887,,neutral
1888,1888,alhamdulillah ada tapera pns baru tiru pns lama suka gadai sk tapera pns baru pusing mikirin utang dapat rumah,negatif
1889,1889,wah ladang korupsi ini,negatif
1890,1890,gaji susah naekpotongan nambah terusss mantap,negatif
1891,1891,rakyat peras hingga kering kerontang heran bagi besar rakyat cuma ngomelngomel medsos doang,negatif
1892,1892,,neutral
1893,1893,paksa lindung balik uujogetin ajagaassss,negatif
1894,1894,bgmn dg orang sdh dirumahsbnrnyabebas orng mau tabung ato tdk,negatif
1895,1895,ujung2 nya korupsi,negatif
1896,1896,ujung2 y korupsi lg,negatif
1897,1897,makmur cm atas rakyat kecil diperasssssssssss,negatif
1898,1898,ari pak jok damang atuh,negatif
1899,1899,kalau karyawan saat udah punya rumah cicil kpr apa masih harus potong terus duit buat apa kalau bisa bantu rakyat jangan tambah susah,negatif
1900,1900,efek buruh yang demo naik gaji karena sehebathebatnya sebesarbesarnya seberingasberingasnya karyawan buruh demo naik gaji tiap tahun tuju pinteran usaha soal udah paten udah peribahasa baheula sepandaipandainya tupai lompat pandai milik eeh bener ga aah sudah moga semua kasih sehat jadi bisa penuh semua butuh kan gitu aja sih,positif
1901,1901,gajih pns gajih dewan gajih menteri,negatif
1902,1902,buat ikn,positif
1903,1903,271 t tuh,positif
1904,1904,tuju asal kasih dulu rumah nya,negatif
1905,1905,pak prabowo tlg jangan lanjut tapera,negatif
1906,1906,boroboro tapera rumah subsidi perintah aja ga laku,negatif
1907,1907,buat nutupin 271t kek nyala rekening dpr,negatif
1908,1908,turut program bgs harus lihat apakah gaji karyawan sesuai gaji hany 2jtlebih doangblmndipotong bpjs dkk ngenes bgt sihh sumpah jdi ingat gaji 1jt 800 bulan pr jabat atas sana,negatif
1909,1909,atur aneh nabung seberapabisa2 nya pikir tabung beli rumah,negatif
1910,1910,tolak tapera gagal potensi fid,negatif
1911,1911,meh bar masa jabat wae gae sengsoro rakyatwooo,negatif
1912,1912,jancuk,negatif
1913,1913,umr 2 juta abis gaji cuma dapet hikmah cuapek,negatif
1914,1914,ah narasi kmrn aja condong kmn,negatif
1915,1915,lah kalo keburu mati gimana pak,negatif
1916,1916,bikin atur baru bahagia ato susah,negatif
1917,1917,tapera apa istana anak rumah jabat ikn pak,negatif
1918,1918,gaji presiden dong potong 100,negatif
1919,1919,mending potong gaji dpr ridprd provinsidprd kotakabupaten walikota bupati gubernur pilih langsung rakyat masuk presiden wakil presidenitu yang hak potong gaji buat rakyat,positif
1920,1920,kalo mau donasi bilang pak kan pake repot2 bikin uu,negatif
1921,1921,akal akal hilang duit rekening nya bisa buat diri bakar tebakar deh aku kesel banget sama semua,negatif
1922,1922,pak wowo emng cerdas,positif
1923,1923,sosialisasi lebih belum laku tapera kalau tiba ada atur ini untuk depan belum lihat jelas jika beban rakyat kecil bagaimana nasib depan nasib keluarga serta anak,negatif
1924,1924,kasih prakerja cuman 26 skrng bulan potong gaji karyawan 25 lama wkwkwkwkwkkwwkwkkw,negatif
1925,1925,teu kahartibku pikir teubkahontal kua akal cuma satu kata maha maneh,negatif
1926,1926,mana nii orang suka koar2 jokowi the best bangun kan kalian mimpi,positif
1927,1927,l u c u,negatif
1928,1928,banyak bgt potong potong gaji makin ksini makin ksana,positif
1929,1929,kasus vina timbul tapera,negatif
1930,1930,mengcapekk,negatif
1931,1931,oke gas,negatif
1932,1932,merekanyang kumpulin yang cuci uang yang dpt benefitnya kerja dpt simpan pokok,positif
1933,1933,nyala negara indonesia quh siapa tuh kemarin pilih 02 nikmatin deh tuh sampe 5 taun kedepanentah program lanjut tapera,positif
1934,1934,dana haji aja korupsi lalu bpjs bagaimana kan udah bayar layan 0 hingga akhir hapus kan terus bpjs tenaga kerja bagaimana alibi tabung buat tapera kelas bank negara kelola bumn aja tabunganya hilang usut adil di menang pihak bank bukan nasabah heloooo bribni sehat,negatif
1935,1935,elah gaji cmn dikit potong mau makan apa keluarga,negatif
1936,1936,gas gasss tapera tabung derita rakyat,negatif
1937,1937,tolak keras keras,negatif
1938,1938,ambil aja pak ambil aja pak gajih ku 1juta bawa bae we semua pak nyala sekali bapakuu,negatif
1939,1939,,neutral
1940,1940,rakyat apa mau protes bagaimana tolak apakah cara apa harus rakyat tempuh ada cara kan untuk hanya luap nya lewat sosmed harus gmn sudah kaya raya mungkin akan peduli,negatif
1941,1941,jogetin aja,negatif
1942,1942,tau hukum silah aju gugat mk yah semua orang butuh beli rumah semua butuh uang nya utk butuh hari,negatif
1943,1943,kl gw mah hitung2 nabung buat gw nnt nya lagi 3 dr gaji gk bakal bikin gw miskin,negatif
